,joystick,executed
4275,"[3.0, -2.3642770483429287]",[-1.5994112236443008]
4276,"[3.0, -2.3642770483429287]",[-1.546378499609741]
4277,"[3.0, -2.3642770483429287]",[-1.5708275758861316]
4278,"[3.0, -2.3642770483429287]",[-1.5672237056985858]
4279,"[3.0, -2.3642770483429287]",[-1.5958231281017383]
4280,"[3.0, -2.3642770483429287]",[-1.5607163693670223]
4281,"[3.0, -2.3642770483429287]",[-1.6303759226939893]
4282,"[3.0, -2.3642770483429287]",[-1.6026845375614844]
4283,"[3.0, -2.3642770483429287]",[-1.631597174077399]
4284,"[3.0, -2.3642770483429287]",[-1.5767280929616418]
4285,"[3.0, -2.3642770483429287]",[-1.6145695946326888]
4286,"[3.0, -2.3642770483429287]",[-1.5978597884234698]
4287,"[3.0, -2.3642770483429287]",[-1.6062895733157563]
4288,"[3.0, -2.3642770483429287]",[-1.609792541874302]
4289,"[3.0, -2.3642770483429287]",[-1.6349033642332673]
4290,"[3.0, -2.3642770483429287]",[-1.6174278113386025]
4291,"[3.0, -2.3642770483429287]",[-1.5899468986669598]
4292,"[3.0, -2.3642770483429287]",[-1.6060677284204135]
4293,"[3.0, -2.3642770483429287]",[-1.5803970368880675]
4294,"[3.0, -2.3642770483429287]",[-1.5678693968640445]
4295,"[3.0, -2.3642770483429287]",[-1.5988513844498682]
4296,"[3.0, -2.3642770483429287]",[-1.5690507872500836]
4297,"[3.0, -2.3642770483429287]",[-1.5951542812002917]
4298,"[3.0, -2.3642770483429287]",[-1.5949809499458478]
4299,"[3.0, -2.3642770483429287]",[-1.5734939289933996]
4300,"[3.0, -2.3642770483429287]",[-1.5906489643227901]
4301,"[3.0, -2.3642770483429287]",[-1.5856073929305963]
4302,"[3.0, -2.3642770483429287]",[-1.5422760276428662]
4303,"[3.0, -2.3642770483429287]",[-1.5912006034957125]
4304,"[3.0, -2.3642770483429287]",[-1.5480681370795264]
4305,"[3.0, -2.3642770483429287]",[-1.5985829760786245]
4306,"[3.0, -2.3642770483429287]",[-1.5651662461971814]
4307,"[3.0, -1.3519137975849376]",[-1.5775941286582784]
4308,"[3.0, 1.597037254233102]",[-0.8790524222374712]
4309,"[3.0, 2.3642770483429287]",[0.39840586325096256]
4310,"[3.0, 2.3642770483429287]",[1.330508447835257]
4311,"[3.0, 2.3642770483429287]",[1.647506617606629]
4312,"[3.0, 2.3642770483429287]",[1.6994765809332648]
4313,"[3.0, 2.3642770483429287]",[1.721856305691543]
4314,"[3.0, 2.3642770483429287]",[1.676149078740863]
4315,"[3.0, 1.0738886051020955]",[1.0843332699445591]
4316,"[3.0, 0.0]",[-0.12309875653597263]
4317,"[3.0, -1.8678135726803506]",[-1.18996677116969]
4318,"[3.0, -2.3642770483429287]",[-1.5369403164309996]
4319,"[3.0, -2.3642770483429287]",[-1.608926904048548]
4320,"[3.0, -2.3642770483429287]",[-1.6058308019297192]
4321,"[3.0, -2.3642770483429287]",[-1.6335484047233395]
4322,"[3.0, -2.3642770483429287]",[-1.602340398577168]
4323,"[3.0, -2.3642770483429287]",[-1.5739802930123898]
4324,"[3.0, -2.3642770483429287]",[-1.5702356119353034]
4325,"[3.0, -2.3642770483429287]",[-1.5608966328655838]
4326,"[3.0, -2.3642770483429287]",[-1.5660688222356114]
4327,"[3.0, -2.3642770483429287]",[-1.5880005455548585]
4328,"[3.0, -2.3642770483429287]",[-1.5650698108690164]
4329,"[3.0, -2.3642770483429287]",[-1.6031933906817608]
4330,"[3.0, -2.3642770483429287]",[-1.5515220130099916]
4331,"[3.0, -2.3642770483429287]",[-1.5596380789465654]
4332,"[3.0, -2.3642770483429287]",[-1.5454780272593795]
4333,"[3.0, -2.3642770483429287]",[-1.5720007117879145]
4334,"[3.0, -2.3642770483429287]",[-1.5240647827854383]
4335,"[3.0, -2.3642770483429287]",[-1.5744574260351525]
4336,"[3.0, -2.3642770483429287]",[-1.5602888381890112]
4337,"[3.0, -2.3642770483429287]",[-1.5444412242750338]
4338,"[3.0, -2.3642770483429287]",[-1.4983619362291871]
