,joystick,executed
1044,"[1.0, 0.7543171755927118]",[0.8485804462974414]
1045,"[1.0, 0.7543171755927118]",[0.8657596141922277]
1046,"[1.0, 0.7581242294471778]",[0.8684615665300853]
1047,"[1.0, 0.7665482817905803]",[0.8741514315726508]
1048,"[1.0, 0.7745712986436908]",[0.8786784613438726]
1049,"[1.0, 0.7796697784961276]",[0.883991812673015]
1050,"[1.0, 0.7828453139799847]",[0.8974493175917414]
1051,"[1.0, 0.7880923494476428]",[0.8967878097831091]
1052,"[1.0, 0.7880923494476428]",[0.8902017876300149]
1053,"[1.0, 0.7880923494476428]",[0.8577646280907222]
1054,"[1.0, 0.7880923494476428]",[0.8733319174039463]
1055,"[1.0, 0.7880923494476428]",[0.8830482991410954]
1056,"[1.0, 0.7880923494476428]",[0.891253795713914]
1057,"[1.0, 0.7880923494476428]",[0.8733874631662959]
1058,"[1.0, 0.7880923494476428]",[0.8865997739563065]
1059,"[1.0, 0.7880923494476428]",[0.8949415721081817]
1060,"[1.0, 0.7880923494476428]",[0.8867672282236195]
1061,"[1.0, 0.7880923494476428]",[0.8930058472518018]
1062,"[1.0, 0.7880923494476428]",[0.9412002508298929]
1063,"[1.0, 0.7880923494476428]",[0.9701797211518305]
1064,"[1.0, 0.7880923494476428]",[1.0972570314367536]
1065,"[1.2048880909185444, 0.9495630863934807]",[1.2371420035422478]
1066,"[1.645669698096853, 1.2969396987879418]",[1.3295199469280803]
1067,"[1.9417820764274072, 1.5303035987269977]",[1.4252078888889066]
1068,"[2.238997490123464, 1.764536792398776]",[1.5548432598861919]
1069,"[2.5379268919886417, 2.0001207670336827]",[1.6215632932671524]
1070,"[2.8354954219960846, 2.23463224896893]",[1.8016133217087393]
1071,"[3.1059367238661832, 2.4477649699474147]",[1.8023523504758543]
1072,"[3.4347999903487416, 2.7069395942766805]",[1.8638661273623025]
1073,"[3.655655844915467, 2.880994403591438]",[1.9680614893469484]
1074,"[4.011188824779402, 3.1611872249985282]",[2.0089655690342036]
1075,"[4.073935772964899, 3.210637614814706]",[2.0502286638678306]
1076,"[4.073935772964899, 3.210637614814706]",[2.103886014690494]
1077,"[4.073935772964899, 3.210637614814706]",[2.045651743421149]
1078,"[4.073935772964899, 3.210637614814706]",[2.0087864910947766]
1079,"[4.073935772964899, 3.210637614814706]",[1.912404754153128]
1080,"[4.073935772964899, 3.210637614814706]",[1.835177946362944]
1081,"[4.073935772964899, 3.210637614814706]",[1.7278612357938181]
1082,"[4.073935772964899, 3.210637614814706]",[1.6314747704467254]
1083,"[4.073935772964899, 3.210637614814706]",[1.5603487287278495]
1084,"[4.073935772964899, 3.210637614814706]",[1.4739608769405774]
1085,"[4.073935772964899, 3.210637614814706]",[1.417340194946095]
1086,"[4.073935772964899, 3.210637614814706]",[1.3014431761926009]
1087,"[4.073935772964899, 3.210637614814706]",[1.2592809649767442]
1088,"[4.073935772964899, 3.210637614814706]",[1.247471465430302]
1089,"[4.073935772964899, 3.210637614814706]",[1.12624104034137]
1090,"[4.073935772964899, 3.210637614814706]",[1.0078364101625281]
1091,"[4.073935772964899, 3.210637614814706]",[0.9383588394618555]
1092,"[4.073935772964899, 3.210637614814706]",[0.9120532861078412]
1093,"[4.073935772964899, 3.210637614814706]",[0.9187098139776756]
1094,"[4.073935772964899, 1.525794983311532]",[0.9308350678294698]
1095,"[4.073935772964899, -0.31931158333764875]",[0.6534314270266661]
1096,"[4.073935772964899, -2.164418149987222]",[0.14907014041473338]
1097,"[4.073935772964899, -3.210637614814706]",[-0.7068415190982317]
1098,"[4.073935772964899, -3.210637614814706]",[-1.3272502885680812]
1099,"[4.073935772964899, -3.210637614814706]",[-1.5231560573416536]
1100,"[4.057793715942379, -3.1979161831709106]",[-1.493530137100754]
1101,"[3.948358717085596, -3.111671297810068]",[-1.6406078215005606]
1102,"[3.6507385663087577, -2.8771191339413877]",[-1.708634683878357]
1103,"[3.3298436681131154, -2.624224319696622]",[-1.7344436149187221]
1104,"[3.056927465648645, -2.409141148494069]",[-1.741522137961203]
1105,"[2.820146336825105, -2.2225357523746605]",[-1.9151536745832167]
1106,"[2.442498607624815, -1.9249144662056368]",[-1.9142561035791343]
1107,"[2.1290257613512114, -1.6778689142978325]",[-2.0318325767309617]
1108,"[1.8511751162314667, -1.4588969465898696]",[-2.0990375263205134]
1109,"[1.624108104683021, -1.2799471719766]",[-1.9621944937907838]
1110,"[1.3266320494548998, -1.0455085687074532]",[-2.03635156352366]
1111,"[0.9533422806254084, -0.6361399607913218]",[-1.947106553575996]
1112,"[0.762024965327089, -0.12617049261004487]",[-1.7060294729234469]
1113,"[0.312435443985931, 0.0]",[-1.492893155747526]
1114,"[0.07664665931673345, 0.0]",[-1.2781186337561856]
1115,"[0.0, 0.0]",[-1.114940750928171]
1116,"[0.0, 0.0]",[-0.9522597469528372]
1117,"[0.0, 0.0]",[-0.7899630183259747]
1118,"[0.0, 0.0]",[-0.6323545545827941]
1119,"[0.0, 0.0]",[-0.5452202039123786]
1120,"[0.0, 0.0]",[-0.4208549487331747]
1121,"[-0.027496823115200696, 0.0]",[-0.3552115071584339]
