,joystick,executed
4405,"[1.8145085573196411, 1.4300003120308886]",[1.725090758585071]
4406,"[1.8251620396532204, 1.4383962399529582]",[1.6495926163313848]
4407,"[1.8145085573196411, 1.4300003120308886]",[1.568568838495612]
4408,"[1.8145085573196411, 1.4300003120308886]",[1.5116619902227264]
4409,"[1.8351390361785889, 1.4462590345850668]",[1.460269251200556]
4410,"[1.8234858967157712, 1.4370752845273738]",[1.4657963154419031]
4411,"[1.8145085573196411, 1.4300003120308886]",[1.3703553462668545]
4412,"[1.8145085573196411, 1.4300003120308886]",[1.4077948248669228]
4413,"[1.8145085573196411, 1.4300003120308886]",[1.3273945840551948]
4414,"[1.8145085573196411, 1.4300003120308886]",[1.3469369777056708]
4415,"[1.8145085573196411, 1.4300003120308886]",[1.3854309983554542]
4416,"[1.8145085573196411, 1.4300003120308886]",[1.3570626624791622]
4417,"[1.8145085573196411, 1.4300003120308886]",[1.4414847958704529]
4418,"[1.8145085573196411, 1.4300003120308886]",[1.3783463687340698]
4419,"[1.8179795170644868, 1.4327357488510422]",[1.4252066568145976]
4420,"[1.832385420570625, 1.444088931191111]",[1.4134063584395422]
4421,"[1.8145085573196411, 1.4300003120308886]",[1.426832502239564]
4422,"[1.8145085573196411, 1.4300003120308886]",[1.415887596120376]
4423,"[1.8145085573196411, 1.4300003120308886]",[1.368394595551793]
4424,"[1.8145085573196411, 1.4300003120308886]",[1.4183506786066722]
4425,"[1.8241676818645272, 1.4376125941870752]",[1.4113604853452761]
4426,"[1.83134411598832, 1.4432682870163516]",[1.4063008309710399]
4427,"[1.8145085573196411, 1.4300003120308886]",[1.4342873167613106]
4428,"[1.8145085573196411, 1.4300003120308886]",[1.402944572697456]
4429,"[1.8145085573196411, 1.4300003120308886]",[1.3527216849478105]
4430,"[1.8351390361785889, 1.4462590345850668]",[1.3784325817268055]
4431,"[1.8351390361785889, 1.4462590345850668]",[1.3772438416737238]
4432,"[1.8351390361785889, 1.4462590345850668]",[1.377192005276716]
4433,"[1.8351390361785889, 1.4462590345850668]",[1.4018811511701765]
4434,"[1.8351390361785889, 1.4462590345850668]",[1.349914214892051]
4435,"[1.8351390361785889, 1.4462590345850668]",[1.3891018314904082]
4436,"[1.8351390361785889, 1.4462590345850668]",[1.3620517438413953]
4437,"[1.8351390361785889, 1.4462590345850668]",[1.3736418524807272]
4438,"[1.8351390361785889, 1.4462590345850668]",[1.4016013192945702]
4439,"[1.8351390361785889, 1.4462590345850668]",[1.3569144254326964]
4440,"[1.8351390361785889, 1.4462590345850668]",[1.392952692806786]
4441,"[1.8351390361785889, 1.4462590345850668]",[1.3311321815574468]
4442,"[1.8351390361785889, 1.4462590345850668]",[1.3185870276738882]
4443,"[1.8351390361785889, 1.4462590345850668]",[1.3512164866401528]
4444,"[1.8351390361785889, 1.4462590345850668]",[1.316320747285281]
4445,"[1.8351390361785889, 1.4462590345850668]",[1.4008233518340294]
4446,"[1.8351390361785889, 1.4462590345850668]",[1.3908810189316394]
4447,"[1.8351390361785889, 1.4462590345850668]",[1.4204924141984336]
4448,"[1.8351390361785889, 1.4462590345850668]",[1.3517697500050139]
4449,"[1.8351390361785889, 1.4462590345850668]",[1.3406267175590376]
4450,"[1.8351390361785889, 1.4462590345850668]",[1.4067404196104876]
4451,"[1.8351390361785889, 1.4462590345850668]",[1.333612891102738]
4452,"[1.8351390361785889, 1.4462590345850668]",[1.3729004490226193]
4453,"[1.8351390361785889, 1.4462590345850668]",[1.3830090312887902]
